2016-27-02 18:40:36 	336	0	1	11362	384	0	1	11314	336	0	1	11330	368	0	1	11426	384	0	1	11362	352	0	1	11426	352	0	1	11506	400	0	1	11346	288	0	1	11458	416	0	1	11394	336	0	1	11362	400	0	1	11362	400	0	1	11282	416	0	1	11330	304	0	1	11362	352	0	1	11458	288	0	1	11346	400	0	1	11282	288	0	1	11378	416	0	1	11330	
2016-27-02 18:40:38 	272	0	1	11330	336	0	1	11474	400	0	1	11298	304	0	1	11314	400	0	1	11394	336	0	1	11298	448	0	1	11346	384	0	1	11346	352	0	1	11362	304	0	1	11330	464	0	1	11378	224	0	1	11266	400	0	1	11346	288	0	1	11378	384	0	1	11442	336	0	1	11234	336	0	1	11378	448	0	1	11346	336	0	1	11298	416	0	1	11362	
2016-27-02 18:40:41 	320	0	1	11346	304	0	1	11410	352	0	1	11298	400	0	1	11362	432	0	1	11314	288	0	1	11426	176	0	1	11410	384	0	1	11330	320	0	1	11378	400	0	1	11346	400	0	1	11394	320	0	1	11410	304	0	1	11346	448	0	1	11298	352	0	1	11394	400	0	1	11346	416	0	1	11330	336	0	1	11330	384	0	1	11330	416	0	1	11394	
2016-27-02 18:40:43 	384	0	1	11378	400	0	1	11314	288	0	1	11506	400	0	1	11378	384	0	1	11426	416	0	1	11234	304	0	1	11362	400	0	1	11394	528	0	1	11378	336	0	1	11410	400	0	1	11394	384	0	1	11314	336	0	1	11394	384	0	1	11426	400	0	1	11362	288	0	1	11282	304	0	1	11202	432	0	1	11394	384	0	1	11330	384	0	1	11330	
2016-27-02 18:40:45 	352	0	1	11298	320	0	1	11330	432	0	1	11378	336	0	1	11442	448	0	1	11362	336	0	1	11394	288	0	1	11346	272	0	1	11410	480	0	1	11362	368	0	1	11330	384	0	1	11346	352	0	1	11362	416	0	1	11298	288	0	1	11394	384	0	1	11458	336	0	1	11394	432	0	1	11394	320	0	1	11394	288	0	1	11298	368	0	1	11394	
2016-27-02 18:40:47 	320	0	1	11346	384	0	1	11314	368	0	1	11298	400	0	1	11330	336	0	1	11330	320	0	1	11378	384	0	1	11378	352	0	1	11362	384	0	1	11362	352	0	1	11378	416	0	1	11330	320	0	1	11330	336	0	1	11410	416	0	1	11330	400	0	1	11362	384	0	1	11378	336	0	1	11458	320	0	1	11362	432	0	1	11330	288	0	1	11362	
2016-27-02 18:40:50 	320	0	1	11426	320	0	1	11458	432	0	1	11330	272	0	1	11442	336	0	1	11426	432	0	1	11362	304	0	1	11394	368	0	1	11426	352	0	1	11330	368	0	1	11394	416	0	1	11362	448	0	1	11234	256	0	1	11378	336	0	1	11474	384	0	1	11394	304	0	1	11346	416	0	1	11346	320	0	1	11282	368	0	1	11298	320	0	1	11410	
2016-27-02 18:40:52 	448	0	1	11298	128	0	1	11346	400	0	1	11362	368	0	1	11378	320	0	1	11362	400	0	1	11490	320	0	1	11330	368	0	1	11314	336	0	1	11378	400	0	1	11378	384	0	1	11298	384	0	1	11394	384	0	1	11394	336	0	1	11330	448	0	1	11330	336	0	1	11362	368	0	1	11330	288	0	1	11410	384	0	1	11346	384	0	1	11394	
2016-27-02 18:40:54 	416	0	1	11314	384	0	1	11362	400	0	1	11410	352	0	1	11298	448	0	1	11266	448	0	1	11394	352	0	1	11330	352	0	1	11442	336	0	1	11458	384	0	1	11298	464	0	1	11314	304	0	1	11346	384	0	1	11362	352	0	1	11346	320	0	1	11426	448	0	1	11282	288	0	1	11410	304	0	1	11218	384	0	1	11362	304	0	1	11378	
2016-27-02 18:40:57 	384	0	1	11394	320	0	1	11490	432	0	1	11426	352	0	1	11394	400	0	1	11314	320	0	1	11506	416	0	1	11250	400	0	1	11362	320	0	1	11362	288	0	1	11362	320	0	1	11410	352	0	1	11394	256	0	1	11426	400	0	1	11330	432	0	1	11362	400	0	1	11378	432	0	1	11346	352	0	1	11362	352	0	1	11330	368	0	1	11394	
