2016-04-03 13:50:32 	2752	0	0	13891	2528	0	0	13971	2800	0	0	14003	2496	0	0	13987	2752	0	0	13891	2608	0	0	13795	2688	0	0	13923	2752	0	0	13939	2464	0	0	14003	2576	0	0	13955	2800	0	0	13907	2544	0	0	13939	2624	0	0	13811	2672	0	0	13843	2432	0	0	13971	2688	0	0	13891	2688	0	0	13923	2720	0	0	13827	2496	0	0	13907	2848	0	0	13891	
2016-04-03 13:50:34 	2640	0	0	14019	2656	0	0	13923	2848	0	0	13987	2592	0	0	14051	2688	0	0	13971	2688	0	0	13923	2784	0	0	13955	2464	0	0	13843	2576	0	0	14003	2608	0	0	13923	2736	0	0	13923	2688	0	0	13955	2560	0	0	13907	2576	0	0	13875	2784	0	0	13955	2464	0	0	13907	2784	0	0	13971	2592	0	0	14019	2592	0	0	13955	2816	0	0	13939	
2016-04-03 13:50:36 	2560	0	0	13923	2544	0	0	13939	2688	0	0	13971	2656	0	0	14003	2560	0	0	13955	2800	0	0	13907	2704	0	0	13891	2560	0	0	13923	2688	0	0	14003	2592	0	0	13859	2784	0	0	13987	2464	0	0	13843	2544	0	0	13891	2688	0	0	13763	2608	0	0	13907	2768	0	0	13923	2560	0	0	14051	2624	0	0	14035	2736	0	0	13907	2640	0	0	13923	
2016-04-03 13:50:38 	2464	0	0	13923	2736	0	0	13971	2896	0	0	14003	2528	0	0	13891	2688	0	0	13811	2720	0	0	13891	2640	0	0	13955	2704	0	0	13939	2624	0	0	13939	2752	0	0	13955	2768	0	0	13923	2560	0	0	13827	2880	0	0	13939	2624	0	0	13923	2576	0	0	13907	2528	0	0	13955	2816	0	0	13891	2560	0	0	13891	2512	0	0	13891	2704	0	0	13891	
2016-04-03 13:50:41 	2656	0	0	13939	2832	0	0	13939	2576	0	0	13955	2656	0	0	13875	2656	0	0	13891	2560	0	0	13923	2560	0	0	13907	2672	0	0	13875	2608	0	0	13923	2592	0	0	14003	2624	0	0	13891	2592	0	0	13955	2672	0	0	13859	2768	0	0	13955	2784	0	0	13987	2464	0	0	14019	2736	0	0	13811	2688	0	0	13939	2608	0	0	13987	2624	0	0	13907	
2016-04-03 13:50:43 	2784	0	0	13971	2576	0	0	13891	2560	0	0	13795	2784	0	0	13907	2784	0	0	13907	2432	0	0	13939	2784	0	0	13923	2464	0	0	14003	2560	0	0	13923	2720	0	0	13859	2768	0	0	13795	2560	0	0	13987	2640	0	0	13923	2656	0	0	13955	2768	0	0	13875	2480	0	0	14035	2400	0	0	13939	2752	0	0	13955	2432	0	0	13891	2800	0	0	13907	
2016-04-03 13:50:45 	2640	0	0	14003	2656	0	0	13923	2608	0	0	14035	2816	0	0	13875	2496	0	0	13955	2464	0	0	13811	2672	0	0	13891	2624	0	0	13987	2688	0	0	13907	2688	0	0	13923	2560	0	0	13875	2688	0	0	13827	2528	0	0	13939	2768	0	0	13987	2448	0	0	13987	2608	0	0	13891	2656	0	0	13987	2528	0	0	13795	2784	0	0	13923	2688	0	0	13891	
2016-04-03 13:50:47 	2736	0	0	13955	2736	0	0	13891	2720	0	0	13795	2704	0	0	13843	2672	0	0	13859	2688	0	0	13843	2512	0	0	13923	2800	0	0	13939	2784	0	0	13923	2704	0	0	13891	2624	0	0	13939	2560	0	0	13987	2576	0	0	13891	2640	0	0	13859	2704	0	0	13955	2608	0	0	13955	2656	0	0	13907	2688	0	0	13907	2672	0	0	13891	2816	0	0	13891	
2016-04-03 13:50:50 	2720	0	0	13971	2528	0	0	13923	2736	0	0	13955	2512	0	0	13987	2736	0	0	13795	2576	0	0	13859	2656	0	0	13699	2528	0	0	13859	2704	0	0	13827	2592	0	0	13843	2720	0	0	13891	2496	0	0	13891	2560	0	0	13891	2784	0	0	14019	2512	0	0	13827	2576	0	0	13923	2608	0	0	13955	2464	0	0	13859	2656	0	0	13891	2752	0	0	13955	
2016-04-03 13:50:52 	2592	0	0	13907	2528	0	0	13907	2832	0	0	13827	2656	0	0	13859	2512	0	0	13939	2752	0	0	13923	2624	0	0	13891	2608	0	0	13923	2592	0	0	13891	2768	0	0	13955	2464	0	0	13907	2784	0	0	13907	2560	0	0	13939	2688	0	0	13827	2688	0	0	13875	2576	0	0	13955	2800	0	0	13939	2640	0	0	13859	2672	0	0	13923	2624	0	0	13891	
2016-04-03 13:50:54 	2656	0	0	13955	2688	0	0	13955	2352	0	0	13955	2800	0	0	13891	2496	0	0	13955	2816	0	0	13891	2528	0	0	13955	2816	0	0	13907	2736	0	0	13811	2624	0	0	13891	2624	0	0	13859	2656	0	0	13827	2688	0	0	13859	2640	0	0	13811	2512	0	0	13827	2800	0	0	14003	2480	0	0	13923	2704	0	0	13763	2592	0	0	13923	2560	0	0	13955	
